"Colony.no.","Raw_file_name","Date_footage","Timepoint","Your_initials","Video_time_stamp","Event","Activity","Pollen_foraging","Standardized_time","...11","WGT","treatment","Obs_Duration","Pollen_foraging_binary","weight","enter_exit_binary","DateTime","RECORD","BattV_Avg","PTemp_C_Avg (Deg C) [Avg]","Air_Temp_Avg","RH (%) [Smp]","SlrW_Avg (W/m^2) [Avg]","SlrMJ_Tot (MJ/m^2) [Tot]","Grass_Temp_Avg (Deg C) [Avg]","Soil_Temp_2in_Avg (Deg C) [Avg]","Soil_Temp_4in_Avg (Deg C) [Avg]","WindDir (Degrees) [Smp]","WS_kph_ (kilometers/hour) [Avg]","Rain_mm_Tot (mm) [Tot]","...15","week"
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:19:35,"exit",0,"NA",66,NA,3,"Control",3600,NA,1,0,2024-05-29 11:19:35,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:19:48,"exit",0,"NA",79,NA,3,"Control",3600,NA,1,0,2024-05-29 11:19:48,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:19:50,"exit",0,"NA",81,NA,3,"Control",3600,NA,1,0,2024-05-29 11:19:50,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:19:52,"entrance_pollen",1,"yes",83,NA,3,"Control",3600,1,1,1,2024-05-29 11:19:52,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:19:55,"entrance_none",1,"no",86,NA,3,"Control",3600,0,1,1,2024-05-29 11:19:55,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:19:59,"entrance_pollen",1,"yes",90,NA,3,"Control",3600,1,1,1,2024-05-29 11:19:59,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:20:04,"exit",0,"NA",95,NA,3,"Control",3600,NA,1,0,2024-05-29 11:20:04,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:20:06,"entrance_pollen",1,"yes",97,NA,3,"Control",3600,1,1,1,2024-05-29 11:20:06,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:20:09,"exit",0,"NA",100,NA,3,"Control",3600,NA,1,0,2024-05-29 11:20:09,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:20:14,"entrance_pollen",1,"yes",105,NA,3,"Control",3600,1,1,1,2024-05-29 11:20:14,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:20:25,"exit",0,"NA",116,NA,3,"Control",3600,NA,1,0,2024-05-29 11:20:25,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:20:26,"entrance_pollen",1,"yes",117,NA,3,"Control",3600,1,1,1,2024-05-29 11:20:26,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:20:35,"exit",0,"NA",126,NA,3,"Control",3600,NA,1,0,2024-05-29 11:20:35,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:21:21,"entrance_none",1,"no",172,NA,3,"Control",3600,0,1,1,2024-05-29 11:21:21,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:21:24,"entrance_pollen",1,"yes",175,NA,3,"Control",3600,1,1,1,2024-05-29 11:21:24,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:21:34,"entrance_pollen",1,"yes",185,NA,3,"Control",3600,1,1,1,2024-05-29 11:21:34,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:21:34,"entrance_pollen",1,"yes",185,NA,3,"Control",3600,1,1,1,2024-05-29 11:21:34,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:21:39,"exit",0,"NA",190,NA,3,"Control",3600,NA,1,0,2024-05-29 11:21:39,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:22:01,"entrance_pollen",1,"yes",212,NA,3,"Control",3600,1,1,1,2024-05-29 11:22:01,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:22:05,"entrance_pollen",1,"yes",216,NA,3,"Control",3600,1,1,1,2024-05-29 11:22:05,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:22:10,"entrance_none",1,"no",221,NA,3,"Control",3600,0,1,1,2024-05-29 11:22:10,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:22:11,"exit",0,"NA",222,NA,3,"Control",3600,NA,1,0,2024-05-29 11:22:11,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:22:15,"entrance_pollen",1,"yes",226,NA,3,"Control",3600,1,1,1,2024-05-29 11:22:15,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:22:16,"exit",0,"NA",227,NA,3,"Control",3600,NA,1,0,2024-05-29 11:22:16,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:22:22,"entrance_pollen",1,"yes",233,NA,3,"Control",3600,1,1,1,2024-05-29 11:22:22,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:22:25,"entrance_none",1,"no",236,NA,3,"Control",3600,0,1,1,2024-05-29 11:22:25,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:22:50,"exit",0,"NA",261,NA,3,"Control",3600,NA,1,0,2024-05-29 11:22:50,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:23:21,"exit",0,"NA",292,NA,3,"Control",3600,NA,1,0,2024-05-29 11:23:21,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:23:26,"entrance_pollen",1,"yes",297,NA,3,"Control",3600,1,1,1,2024-05-29 11:23:26,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:23:28,"exit",0,"NA",299,NA,3,"Control",3600,NA,1,0,2024-05-29 11:23:28,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:23:41,"exit",0,"NA",312,NA,3,"Control",3600,NA,1,0,2024-05-29 11:23:41,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:23:42,"entrance_pollen",1,"yes",313,NA,3,"Control",3600,1,1,1,2024-05-29 11:23:42,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:23:56,"exit",0,"NA",327,NA,3,"Control",3600,NA,1,0,2024-05-29 11:23:56,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:24:03,"exit",0,"NA",334,NA,3,"Control",3600,NA,1,0,2024-05-29 11:24:03,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:24:21,"entrance_pollen",1,"yes",352,NA,3,"Control",3600,1,1,1,2024-05-29 11:24:21,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:24:29,"exit",0,"NA",360,NA,3,"Control",3600,NA,1,0,2024-05-29 11:24:29,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:24:45,"entrance_pollen",1,"yes",376,NA,3,"Control",3600,1,1,1,2024-05-29 11:24:45,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:24:47,"entrance_pollen",1,"yes",378,NA,3,"Control",3600,1,1,1,2024-05-29 11:24:47,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:24:55,"entrance_none",1,"no",386,NA,3,"Control",3600,0,1,1,2024-05-29 11:24:55,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:25:06,"exit",0,"NA",397,NA,3,"Control",3600,NA,1,0,2024-05-29 11:25:06,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:25:28,"entrance_pollen",1,"yes",419,NA,3,"Control",3600,1,1,1,2024-05-29 11:25:28,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:25:30,"entrance_pollen",1,"yes",421,NA,3,"Control",3600,1,1,1,2024-05-29 11:25:30,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:25:33,"entrance_none",1,"no",424,NA,3,"Control",3600,0,1,1,2024-05-29 11:25:33,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:25:38,"exit",0,"NA",429,NA,3,"Control",3600,NA,1,0,2024-05-29 11:25:38,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:25:39,"exit",0,"NA",430,NA,3,"Control",3600,NA,1,0,2024-05-29 11:25:39,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:25:43,"exit",0,"NA",434,NA,3,"Control",3600,NA,1,0,2024-05-29 11:25:43,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:25:45,"entrance_pollen",1,"yes",436,NA,3,"Control",3600,1,1,1,2024-05-29 11:25:45,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:25:50,"exit",0,"NA",441,NA,3,"Control",3600,NA,1,0,2024-05-29 11:25:50,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:25:55,"exit",0,"NA",446,NA,3,"Control",3600,NA,1,0,2024-05-29 11:25:55,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:26:10,"entrance_pollen",1,"yes",461,NA,3,"Control",3600,1,1,1,2024-05-29 11:26:10,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:26:13,"exit",0,"NA",464,NA,3,"Control",3600,NA,1,0,2024-05-29 11:26:13,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:26:13,"entrance_pollen",1,"yes",464,NA,3,"Control",3600,1,1,1,2024-05-29 11:26:13,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:26:17,"entrance_pollen",1,"yes",468,NA,3,"Control",3600,1,1,1,2024-05-29 11:26:17,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:26:19,"entrance_none",1,"no",470,NA,3,"Control",3600,0,1,1,2024-05-29 11:26:19,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:26:19,"entrance_pollen",1,"yes",470,NA,3,"Control",3600,1,1,1,2024-05-29 11:26:19,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:26:32,"exit",0,"NA",483,NA,3,"Control",3600,NA,1,0,2024-05-29 11:26:32,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:26:44,"entrance_none",1,"no",495,NA,3,"Control",3600,0,1,1,2024-05-29 11:26:44,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:27:07,"entrance_none",1,"no",518,NA,3,"Control",3600,0,1,1,2024-05-29 11:27:07,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:27:14,"entrance_pollen",1,"yes",525,NA,3,"Control",3600,1,1,1,2024-05-29 11:27:14,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:27:43,"entrance_pollen",1,"yes",554,NA,3,"Control",3600,1,1,1,2024-05-29 11:27:43,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:27:53,"exit",0,"NA",564,NA,3,"Control",3600,NA,1,0,2024-05-29 11:27:53,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:27:59,"exit",0,"NA",570,NA,3,"Control",3600,NA,1,0,2024-05-29 11:27:59,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:28:02,"entrance_pollen",1,"yes",573,NA,3,"Control",3600,1,1,1,2024-05-29 11:28:02,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:28:07,"exit",0,"NA",578,NA,3,"Control",3600,NA,1,0,2024-05-29 11:28:07,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:28:23,"entrance_pollen",1,"yes",594,NA,3,"Control",3600,1,1,1,2024-05-29 11:28:23,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:28:35,"entrance_pollen",1,"yes",606,NA,3,"Control",3600,1,1,1,2024-05-29 11:28:35,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:28:39,"exit",0,"NA",610,NA,3,"Control",3600,NA,1,0,2024-05-29 11:28:39,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:28:41,"exit",0,"NA",612,NA,3,"Control",3600,NA,1,0,2024-05-29 11:28:41,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:28:48,"entrance_none",1,"no",619,NA,3,"Control",3600,0,1,1,2024-05-29 11:28:48,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:28:50,"entrance_pollen",1,"yes",621,NA,3,"Control",3600,1,1,1,2024-05-29 11:28:50,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:29:06,"exit",0,"NA",637,NA,3,"Control",3600,NA,1,0,2024-05-29 11:29:06,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:29:07,"exit",0,"NA",638,NA,3,"Control",3600,NA,1,0,2024-05-29 11:29:07,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:29:12,"exit",0,"NA",643,NA,3,"Control",3600,NA,1,0,2024-05-29 11:29:12,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:29:16,"entrance_pollen",1,"yes",647,NA,3,"Control",3600,1,1,1,2024-05-29 11:29:16,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:29:20,"entrance_pollen",1,"yes",651,NA,3,"Control",3600,1,1,1,2024-05-29 11:29:20,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:29:21,"entrance_pollen",1,"yes",652,NA,3,"Control",3600,1,1,1,2024-05-29 11:29:21,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:29:23,"exit",0,"NA",654,NA,3,"Control",3600,NA,1,0,2024-05-29 11:29:23,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:29:35,"entrance_pollen",1,"yes",666,NA,3,"Control",3600,1,1,1,2024-05-29 11:29:35,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:29:44,"exit",0,"NA",675,NA,3,"Control",3600,NA,1,0,2024-05-29 11:29:44,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:29:46,"entrance_pollen",1,"yes",677,NA,3,"Control",3600,1,1,1,2024-05-29 11:29:46,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:29:50,"exit",0,"NA",681,NA,3,"Control",3600,NA,1,0,2024-05-29 11:29:50,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:30:11,"exit",0,"NA",702,NA,3,"Control",3600,NA,1,0,2024-05-29 11:30:11,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:30:12,"exit",0,"NA",703,NA,3,"Control",3600,NA,1,0,2024-05-29 11:30:12,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:30:17,"exit",0,"NA",708,NA,3,"Control",3600,NA,1,0,2024-05-29 11:30:17,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:30:20,"exit",0,"NA",711,NA,3,"Control",3600,NA,1,0,2024-05-29 11:30:20,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:30:22,"exit",0,"NA",713,NA,3,"Control",3600,NA,1,0,2024-05-29 11:30:22,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:30:52,"entrance_pollen",1,"yes",743,NA,3,"Control",3600,1,1,1,2024-05-29 11:30:52,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:31:03,"exit",0,"NA",754,NA,3,"Control",3600,NA,1,0,2024-05-29 11:31:03,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:31:04,"exit",0,"NA",755,NA,3,"Control",3600,NA,1,0,2024-05-29 11:31:04,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:31:07,"exit",0,"NA",758,NA,3,"Control",3600,NA,1,0,2024-05-29 11:31:07,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:31:13,"entrance_pollen",1,"yes",764,NA,3,"Control",3600,1,1,1,2024-05-29 11:31:13,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:31:15,"entrance_pollen",1,"yes",766,NA,3,"Control",3600,1,1,1,2024-05-29 11:31:15,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
5,"SUNP0001.AVI",2024-05-29,"timepoint_1","LHT",1899-12-31 11:31:18,"exit",0,"NA",769,NA,3,"Control",3600,NA,1,0,2024-05-29 11:31:18,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
