"Colony.no.","Raw_file_name","Date_footage","Timepoint","Your_initials","Video_time_stamp","Event","Activity","Pollen_foraging","Standardized_time","WGT","treatment","Obs_Duration","Pollen_foraging_binary","weight","enter_exit_binary","DateTime","RECORD","BattV_Avg","PTemp_C_Avg (Deg C) [Avg]","Air_Temp_Avg","RH (%) [Smp]","SlrW_Avg (W/m^2) [Avg]","SlrMJ_Tot (MJ/m^2) [Tot]","Grass_Temp_Avg (Deg C) [Avg]","Soil_Temp_2in_Avg (Deg C) [Avg]","Soil_Temp_4in_Avg (Deg C) [Avg]","WindDir (Degrees) [Smp]","WS_kph_ (kilometers/hour) [Avg]","Rain_mm_Tot (mm) [Tot]","...15","week"
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:17:27,"entrance_none",1,"no",358,1,"Control",3600,0,1,1,2024-06-10 11:17:27,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:17:57,"exit",0,"NA",388,1,"Control",3600,NA,1,0,2024-06-10 11:17:57,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:19:01,"entrance_none",1,"no",452,1,"Control",3600,0,1,1,2024-06-10 11:19:01,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:19:38,"entrance_none",1,"no",489,1,"Control",3600,0,1,1,2024-06-10 11:19:38,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:21:15,"entrance_none",1,"no",586,1,"Control",3600,0,1,1,2024-06-10 11:21:15,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:21:31,"exit",0,"NA",602,1,"Control",3600,NA,1,0,2024-06-10 11:21:31,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:22:58,"exit",0,"NA",689,1,"Control",3600,NA,1,0,2024-06-10 11:22:58,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:23:41,"entrance_none",1,"no",732,1,"Control",3600,0,1,1,2024-06-10 11:23:41,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:23:42,"entrance_none",1,"no",733,1,"Control",3600,0,1,1,2024-06-10 11:23:42,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:23:43,"exit",0,"NA",734,1,"Control",3600,NA,1,0,2024-06-10 11:23:43,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:23:57,"entrance_none",1,"no",748,1,"Control",3600,0,1,1,2024-06-10 11:23:57,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:24:19,"entrance_none",1,"no",770,1,"Control",3600,0,1,1,2024-06-10 11:24:19,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:24:27,"exit",0,"NA",778,1,"Control",3600,NA,1,0,2024-06-10 11:24:27,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:24:33,"entrance_none",1,"no",784,1,"Control",3600,0,1,1,2024-06-10 11:24:33,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:24:38,"entrance_none",1,"no",789,1,"Control",3600,0,1,1,2024-06-10 11:24:38,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:24:41,"exit",0,"NA",792,1,"Control",3600,NA,1,0,2024-06-10 11:24:41,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:25:19,"entrance_none",1,"no",830,1,"Control",3600,0,1,1,2024-06-10 11:25:19,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:25:20,"entrance_none",1,"no",831,1,"Control",3600,0,1,1,2024-06-10 11:25:20,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:25:21,"exit",0,"NA",832,1,"Control",3600,NA,1,0,2024-06-10 11:25:21,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:26:27,"entrance_none",1,"no",898,1,"Control",3600,0,1,1,2024-06-10 11:26:27,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:26:53,"entrance_none",1,"no",924,1,"Control",3600,0,1,1,2024-06-10 11:26:53,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:27:20,"exit",0,"NA",951,1,"Control",3600,NA,1,0,2024-06-10 11:27:20,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:27:20,"entrance_none",1,"no",951,1,"Control",3600,0,1,1,2024-06-10 11:27:20,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:27:24,"entrance_none",1,"no",955,1,"Control",3600,0,1,1,2024-06-10 11:27:24,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:27:31,"exit",0,"NA",962,1,"Control",3600,NA,1,0,2024-06-10 11:27:31,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:27:50,"exit",0,"NA",981,1,"Control",3600,NA,1,0,2024-06-10 11:27:50,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:28:14,"exit",0,"NA",1005,1,"Control",3600,NA,1,0,2024-06-10 11:28:14,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:28:28,"exit",0,"NA",1019,1,"Control",3600,NA,1,0,2024-06-10 11:28:28,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:28:47,"exit",0,"NA",1038,1,"Control",3600,NA,1,0,2024-06-10 11:28:47,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:29:23,"entrance_none",1,"no",1074,1,"Control",3600,0,1,1,2024-06-10 11:29:23,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:30:19,"exit",0,"NA",1130,1,"Control",3600,NA,1,0,2024-06-10 11:30:19,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:31:13,"exit",0,"NA",1184,1,"Control",3600,NA,1,0,2024-06-10 11:31:13,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:33:28,"entrance_none",1,"no",1319,1,"Control",3600,0,1,1,2024-06-10 11:33:28,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:34:37,"entrance_none",1,"no",1388,1,"Control",3600,0,1,1,2024-06-10 11:34:37,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:35:20,"exit",0,"NA",1431,1,"Control",3600,NA,1,0,2024-06-10 11:35:20,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:35:23,"entrance_none",1,"no",1434,1,"Control",3600,0,1,1,2024-06-10 11:35:23,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:35:47,"entrance_none",1,"no",1458,1,"Control",3600,0,1,1,2024-06-10 11:35:47,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:36:43,"exit",0,"NA",1514,1,"Control",3600,NA,1,0,2024-06-10 11:36:43,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:37:36,"exit",0,"NA",1567,1,"Control",3600,NA,1,0,2024-06-10 11:37:36,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:37:37,"exit",0,"NA",1568,1,"Control",3600,NA,1,0,2024-06-10 11:37:37,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:37:47,"exit",0,"NA",1578,1,"Control",3600,NA,1,0,2024-06-10 11:37:47,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:38:20,"exit",0,"NA",1611,1,"Control",3600,NA,1,0,2024-06-10 11:38:20,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:38:56,"entrance_none",1,"no",1647,1,"Control",3600,0,1,1,2024-06-10 11:38:56,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:41:44,"entrance_none",1,"no",1815,1,"Control",3600,0,1,1,2024-06-10 11:41:44,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:42:45,"entrance_none",1,"no",1876,1,"Control",3600,0,1,1,2024-06-10 11:42:45,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:43:08,"entrance_none",1,"no",1899,1,"Control",3600,0,1,1,2024-06-10 11:43:08,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:45:06,"exit",0,"NA",2017,1,"Control",3600,NA,1,0,2024-06-10 11:45:06,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:45:17,"exit",0,"NA",2028,1,"Control",3600,NA,1,0,2024-06-10 11:45:17,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:45:33,"exit",0,"NA",2044,1,"Control",3600,NA,1,0,2024-06-10 11:45:33,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:46:27,"entrance_none",1,"no",2098,1,"Control",3600,0,1,1,2024-06-10 11:46:27,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:47:01,"entrance_none",1,"no",2132,1,"Control",3600,0,1,1,2024-06-10 11:47:01,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:47:20,"entrance_none",1,"no",2151,1,"Control",3600,0,1,1,2024-06-10 11:47:20,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:49:35,"entrance_none",1,"no",2286,1,"Control",3600,0,1,1,2024-06-10 11:49:35,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:50:09,"exit",0,"NA",2320,1,"Control",3600,NA,1,0,2024-06-10 11:50:09,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:51:12,"entrance_none",1,"no",2383,1,"Control",3600,0,1,1,2024-06-10 11:51:12,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:52:03,"entrance_none",1,"no",2434,1,"Control",3600,0,1,1,2024-06-10 11:52:03,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:53:22,"entrance_none",1,"no",2513,1,"Control",3600,0,1,1,2024-06-10 11:53:22,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:54:38,"entrance_none",1,"no",2589,1,"Control",3600,0,1,1,2024-06-10 11:54:38,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:56:04,"entrance_none",1,"no",2675,1,"Control",3600,0,1,1,2024-06-10 11:56:04,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:57:00,"exit",0,"NA",2731,1,"Control",3600,NA,1,0,2024-06-10 11:57:00,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:57:07,"entrance_none",1,"no",2738,1,"Control",3600,0,1,1,2024-06-10 11:57:07,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:58:44,"entrance_none",1,"no",2835,1,"Control",3600,0,1,1,2024-06-10 11:58:44,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:59:45,"entrance_none",1,"no",2896,1,"Control",3600,0,1,1,2024-06-10 11:59:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 12:01:46,"exit",0,"NA",3017,1,"Control",3600,NA,1,0,2024-06-10 12:01:46,130195,13.66,15.06,11.83,68.59,352,1.267,15.57,15.03,14.23,27.72,9.98,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 12:04:03,"exit",0,"NA",3154,1,"Control",3600,NA,1,0,2024-06-10 12:04:03,130195,13.66,15.06,11.83,68.59,352,1.267,15.57,15.03,14.23,27.72,9.98,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 12:04:29,"exit",0,"NA",3180,1,"Control",3600,NA,1,0,2024-06-10 12:04:29,130195,13.66,15.06,11.83,68.59,352,1.267,15.57,15.03,14.23,27.72,9.98,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 12:04:40,"exit",0,"NA",3191,1,"Control",3600,NA,1,0,2024-06-10 12:04:40,130195,13.66,15.06,11.83,68.59,352,1.267,15.57,15.03,14.23,27.72,9.98,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 12:07:24,"entrance_pollen",1,"yes",3355,1,"Control",3600,1,1,1,2024-06-10 12:07:24,130195,13.66,15.06,11.83,68.59,352,1.267,15.57,15.03,14.23,27.72,9.98,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 12:07:30,"entrance_none",1,"no",3361,1,"Control",3600,0,1,1,2024-06-10 12:07:30,130195,13.66,15.06,11.83,68.59,352,1.267,15.57,15.03,14.23,27.72,9.98,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 12:07:58,"exit",0,"NA",3389,1,"Control",3600,NA,1,0,2024-06-10 12:07:58,130195,13.66,15.06,11.83,68.59,352,1.267,15.57,15.03,14.23,27.72,9.98,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 12:09:46,"exit",0,"NA",3497,1,"Control",3600,NA,1,0,2024-06-10 12:09:46,130195,13.66,15.06,11.83,68.59,352,1.267,15.57,15.03,14.23,27.72,9.98,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 12:09:49,"exit",0,"NA",3500,1,"Control",3600,NA,1,0,2024-06-10 12:09:49,130195,13.66,15.06,11.83,68.59,352,1.267,15.57,15.03,14.23,27.72,9.98,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 12:09:55,"exit",0,"NA",3506,1,"Control",3600,NA,1,0,2024-06-10 12:09:55,130195,13.66,15.06,11.83,68.59,352,1.267,15.57,15.03,14.23,27.72,9.98,0,NA,4
1,"SUNP0002.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 12:11:03,"exit",0,"NA",3574,1,"Control",3600,NA,1,0,2024-06-10 12:11:03,130195,13.66,15.06,11.83,68.59,352,1.267,15.57,15.03,14.23,27.72,9.98,0,NA,4
2,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:09:32,"exit",0,"NA",0,1,"Prothio",3600,NA,1,0,2024-06-10 11:09:32,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
2,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:10:19,"entrance_none",1,"no",47,1,"Prothio",3600,0,1,1,2024-06-10 11:10:19,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
2,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:11:32,"entrance_none",1,"no",120,1,"Prothio",3600,0,1,1,2024-06-10 11:11:32,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
2,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:13:43,"exit",0,"NA",251,1,"Prothio",3600,NA,1,0,2024-06-10 11:13:43,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
2,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:13:51,"exit",0,"NA",259,1,"Prothio",3600,NA,1,0,2024-06-10 11:13:51,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
2,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:14:29,"entrance_none",1,"no",297,1,"Prothio",3600,0,1,1,2024-06-10 11:14:29,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
2,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:14:30,"entrance_none",1,"no",298,1,"Prothio",3600,0,1,1,2024-06-10 11:14:30,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
2,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:14:53,"exit",0,"NA",321,1,"Prothio",3600,NA,1,0,2024-06-10 11:14:53,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
2,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:15:57,"exit",0,"NA",385,1,"Prothio",3600,NA,1,0,2024-06-10 11:15:57,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
2,"SUNP0001.AVI",2024-06-10,"timepoint_3","LHT",1899-12-31 11:18:48,"entrance_none",1,"no",556,1,"Prothio",3600,0,1,1,2024-06-10 11:18:48,130194,13.69,13.91,11.11,71.28,336.6,1.212,15,14.73,14.14,15.56,11.85,0,NA,4
